0,1,2,3,4,5,6,7,8,9
ATE-BER,OTI754,2020-01-04 15:36:29,2020-01-04 17:55:45,2020-01-04 15:25:45,2020-01-04 13:16:29,,180,NaN,NaN
WAR-BAR,ABC148,2019-11-11 16:31:01,2019-11-11 18:50:54,2019-11-11 14:34:54,2019-11-11 12:21:01,,290,NaN,NaN
BER-BAR,PDS116,2019-03-03 11:32:33,2019-03-03 13:32:41,2019-03-03 13:04:41,2019-03-03 11:14:33,,58,NaN,NaN
LUB-OSL,ZLW600,2019-10-28 15:21:42,2019-10-28 17:26:27,2019-10-28 16:36:27,2019-10-28 14:40:42,,81,NaN,NaN
OST-WRO,VKY908,2019-10-14 22:02:35,2019-10-14 22:21:05,2019-10-14 21:37:05,2019-10-14 21:25:35,VKY908-TPT705-OFX,77,NaN,NaN
OSL-EVE,JJY798,2020-12-27 19:11:12,2020-12-27 20:29:14,2020-12-27 16:55:14,2020-12-27 15:38:12,,253,NaN,NaN
SYB-GDA,XSA366,2020-03-08 02:50:46,2020-03-08 04:14:38,2020-03-08 02:21:38,2020-03-08 01:03:46,,147,NaN,NaN
LUB-POZ,QTB425,2020-07-26 15:10:20,2020-07-26 16:14:10,2020-07-26 16:04:10,2020-07-26 15:10:20,,37,NaN,NaN
SYB-LIP,TVL412,2020-10-26 20:23:11,2020-10-26 21:56:15,2020-10-26 21:47:15,2020-10-26 20:22:11,,41,NaN,NaN
POZ-PAR,RUN854,2020-05-03 03:36:05,2020-05-03 04:55:13,2020-05-03 02:39:13,2020-05-03 01:22:05,,174,NaN,NaN
KRA-ATE,QTB425,2019-12-31 20:24:54,2019-12-31 22:17:56,2019-12-31 21:35:56,2019-12-31 19:52:54,,72,NaN,NaN
WAR-BAR,TEW163,2019-06-14 19:32:04,2019-06-14 21:54:57,2019-06-14 19:21:57,2019-06-14 17:08:04,,184,NaN,NaN
SYB-LIP,YLK432,2020-04-12 12:34:49,2020-04-12 14:01:53,2020-04-12 13:59:53,2020-04-12 12:34:49,,32,NaN,NaN
LIP-WRO,SZL967,2019-07-08 19:24:50,2019-07-08 19:51:07,2019-07-08 18:54:07,2019-07-08 18:30:50,,94,NaN,NaN
WRO-KOL,CXU469,2019-08-17 21:10:51,2019-08-17 22:06:26,2019-08-17 21:19:26,2019-08-17 20:26:51,,84,NaN,NaN
WRO-KOL,FFW434,2020-04-28 01:27:48,2020-04-28 02:26:23,2020-04-28 01:37:23,2020-04-28 00:44:48,,83,NaN,NaN
BRU-GDA,HKM384,2020-06-22 11:04:08,2020-06-22 12:26:15,2020-06-22 10:16:15,2020-06-22 09:02:08,,162,NaN,NaN
BAR-GDA,ZHD480,2019-12-10 01:09:47,2019-12-10 03:39:16,2019-12-10 01:06:16,2019-12-09 22:42:47,,187,NaN,NaN
KIR-WAR,GUU740,2019-03-02 03:43:12,2019-03-02 05:50:24,2019-03-02 02:23:24,2019-03-02 00:23:12,,240,NaN,NaN
LUB-POZ,ZCB520,2019-09-27 15:22:12,2019-09-27 16:18:02,2019-09-27 14:02:02,2019-09-27 13:08:12,ZCB520-OWJ388-KXW,174,NaN,NaN
HAM-KIR,JQO874,2019-06-23 00:21:29,2019-06-23 02:29:45,2019-06-22 23:10:45,2019-06-22 21:16:29,,225,NaN,NaN
KRA-POZ,JJY798,2019-01-26 19:14:03,2019-01-26 19:51:27,2019-01-26 19:37:27,2019-01-26 19:14:03,,22,NaN,NaN
LIP-PRA,XLO190,2020-08-11 14:28:28,2020-08-11 14:44:21,2020-08-11 13:06:21,2020-08-11 12:51:28,,137,NaN,NaN
HAM-KIR,ZGI510,2020-02-08 16:47:32,2020-02-08 18:49:48,2020-02-08 14:56:48,2020-02-08 13:02:32,,265,NaN,NaN
KOL-KAL,HRB478,2019-10-22 19:41:04,2019-10-22 22:03:52,2019-10-22 19:18:52,2019-10-22 17:00:04,HRB478-ZNG543-JSP,201,NaN,NaN
HEL-RZY,TPT705,2019-01-14 21:44:55,2019-01-15 00:24:02,2019-01-15 00:07:02,2019-01-14 21:36:55,,48,NaN,NaN
BER-SYB,FML277,2019-03-04 04:17:20,2019-03-04 05:44:59,2019-03-04 03:53:59,2019-03-04 02:27:20,,150,NaN,NaN
KRA-POZ,FYJ448,2019-12-10 17:03:29,2019-12-10 17:31:53,2019-12-10 14:06:53,2019-12-10 13:43:29,,240,NaN,NaN
LIP-WRO,QTB425,2019-11-01 20:29:44,2019-11-01 21:06:01,2019-11-01 20:35:01,2019-11-01 20:11:44,,58,NaN,NaN
LON-HAM,NMJ507,2019-05-15 11:07:52,2019-05-15 12:11:48,2019-05-15 09:57:48,2019-05-15 09:07:52,,160,NaN,NaN
SYB-GDA,BQF749,2020-11-18 07:21:05,2020-11-18 08:42:57,2020-11-18 05:12:57,2020-11-18 03:55:05,,246,NaN,NaN
WRO-BRU,GWK433,2020-06-18 06:13:56,2020-06-18 07:33:00,2020-06-18 04:41:00,2020-06-18 03:30:56,,203,NaN,NaN
OSL-KIR,UFY450,2020-09-28 09:13:03,2020-09-28 10:24:34,2020-09-28 06:18:34,2020-09-28 05:08:03,UFY450-MTW599-XRJ,285,NaN,NaN
HAM-ATE,HKM384,2020-01-06 08:00:52,2020-01-06 10:38:02,2020-01-06 10:26:02,2020-01-06 08:00:52,,29,NaN,NaN
PRA-BAR,AGS177,2020-09-30 11:10:03,2020-09-30 12:53:11,2020-09-30 11:19:11,2020-09-30 09:36:03,,134,NaN,NaN
KIR-WAR,CXU469,2020-05-26 13:30:35,2020-05-26 15:30:47,2020-05-26 12:40:47,2020-05-26 10:40:35,,210,NaN,NaN
BAR-BRU,IWE377,2019-12-05 10:21:55,2019-12-05 11:37:54,2019-12-05 07:46:54,2019-12-05 06:30:55,,271,NaN,NaN
POZ-PAR,TPT705,2019-09-25 03:59:14,2019-09-25 05:25:22,2019-09-25 04:36:22,2019-09-25 03:19:14,,80,NaN,NaN
WRO-KOP,BTO248,2019-01-20 10:14:32,2019-01-20 10:59:42,2019-01-20 08:04:42,2019-01-20 07:21:32,,213,NaN,NaN
BAR-RZY,BQF749,2019-08-14 04:33:30,2019-08-14 05:41:49,2019-08-14 03:33:49,2019-08-14 02:27:30,,166,NaN,NaN
KIR-WAR,GOR387,2019-12-29 08:53:03,2019-12-29 10:59:15,2019-12-29 10:20:15,2019-12-29 08:20:03,,73,NaN,NaN
OSL-KIR,YSV750,2020-06-28 04:40:25,2020-06-28 05:57:56,2020-06-28 04:53:56,2020-06-28 03:43:25,,97,NaN,NaN
HAM-OSL,YSV750,2019-11-16 10:49:36,2019-11-16 11:48:13,2019-11-16 07:51:13,2019-11-16 07:02:36,,267,NaN,NaN
BER-BAR,NMJ507,2020-08-30 20:24:19,2020-08-30 22:23:27,2020-08-30 21:39:27,2020-08-30 19:49:19,,75,NaN,NaN
PRA-WAR,MMR729,2019-12-07 11:41:32,2019-12-07 12:29:07,2019-12-07 11:22:07,2019-12-07 10:45:32,,96,NaN,NaN
WRO-KOL,XDD308,2020-02-28 14:08:00,2020-02-28 15:03:35,2020-02-28 12:44:35,2020-02-28 11:52:00,,176,NaN,NaN
HAM-ATE,ABC148,2019-09-03 00:28:58,2019-09-03 03:02:08,2019-09-02 22:46:08,2019-09-02 20:20:58,,288,NaN,NaN
KRA-POZ,ADO642,2019-01-10 02:41:26,2019-01-10 03:14:50,2019-01-10 02:48:50,2019-01-10 02:25:26,,56,NaN,NaN
LON-HAM,BBF497,2020-02-05 22:10:18,2020-02-05 23:01:14,2020-02-05 20:53:14,2020-02-05 20:03:18,,167,NaN,NaN
BAR-EVE,UFY450,2020-08-13 10:45:44,2020-08-13 14:24:28,2020-08-13 14:22:28,2020-08-13 10:45:44,UFY450-OKG686-LLY,37,NaN,NaN
KOL-OST,HJQ986,2020-07-28 17:09:37,2020-07-28 18:21:32,2020-07-28 16:28:32,2020-07-28 15:23:37,,146,NaN,NaN
BRU-GDA,TPT705,2020-09-05 13:37:48,2020-09-05 14:52:55,2020-09-05 13:52:55,2020-09-05 12:38:48,TPT705-EEM231-VTM,99,NaN,NaN
WRO-SYB,GUU740,2019-12-29 21:57:53,2019-12-29 23:00:48,2019-12-29 18:49:48,2019-12-29 17:51:53,,286,NaN,NaN
KOL-KAL,YSV750,2020-02-12 00:04:31,2020-02-12 02:24:19,2020-02-12 02:23:19,2020-02-12 00:04:31,,22,NaN,NaN
LUB-WRO,XCB785,2020-09-12 22:00:26,2020-09-12 22:43:01,2020-09-12 21:02:01,2020-09-12 20:21:26,,139,NaN,NaN
OSL-KIR,OTI754,2020-11-13 20:16:38,2020-11-13 21:37:09,2020-11-13 17:26:09,2020-11-13 16:15:38,,281,NaN,NaN
LUB-OSL,OLW691,2019-09-18 19:15:29,2019-09-18 21:21:14,2019-09-18 18:57:14,2019-09-18 17:01:29,,174,NaN,NaN
KIR-WAR,HHE417,2020-11-15 19:44:07,2020-11-15 21:46:19,2020-11-15 21:03:19,2020-11-15 19:03:07,,81,NaN,NaN
OST-HAM,ZAQ345,2020-05-02 11:03:03,2020-05-02 11:58:49,2020-05-02 07:58:49,2020-05-02 07:10:03,,273,NaN,NaN
HAM-KIR,WHA378,2020-12-06 11:54:46,2020-12-06 13:57:02,2020-12-06 12:21:02,2020-12-06 10:26:46,,128,NaN,NaN
WRO-KOP,UGG572,2020-09-25 04:55:33,2020-09-25 05:41:43,2020-09-25 02:59:43,2020-09-25 02:16:33,,199,NaN,NaN
SYB-GDA,FML277,2020-10-30 09:36:11,2020-10-30 11:04:03,2020-10-30 06:54:03,2020-10-30 05:36:11,,280,NaN,NaN
RZY-GDA,FML277,2020-08-11 13:35:26,2020-08-11 15:22:59,2020-08-11 15:16:59,2020-08-11 13:35:26,,33,NaN,NaN
HEL-BER,FML277,2019-07-13 09:54:19,2019-07-13 11:28:20,2019-07-13 08:36:20,2019-07-13 07:15:19,,199,NaN,NaN
HAM-KIR,HRB478,2019-09-18 10:12:19,2019-09-18 12:19:35,2019-09-18 08:04:35,2019-09-18 06:10:19,,282,NaN,NaN
SYB-LIP,ZHD480,2019-11-08 03:53:08,2019-11-08 05:30:12,2019-11-08 05:18:12,2019-11-08 03:53:08,ZHD480-CNK706-BQY,23,NaN,NaN
PRA-WAR,BQF749,2020-08-04 21:54:24,2020-08-04 22:33:59,2020-08-04 22:24:59,2020-08-04 21:48:24,BQF749-GKM691-JLT,46,NaN,NaN
OSL-KIR,UFY450,2020-09-16 18:50:44,2020-09-16 20:03:15,2020-09-16 19:18:15,2020-09-16 18:07:44,,83,NaN,NaN
HAM-KIR,ZXP286,2020-05-25 17:45:47,2020-05-25 19:50:03,2020-05-25 19:02:03,2020-05-25 17:07:47,,78,NaN,NaN
WAR-RZY,IWE377,2019-08-31 07:34:54,2019-08-31 09:09:01,2019-08-31 07:01:01,2019-08-31 05:29:54,,165,NaN,NaN
OST-HAM,ZAQ345,2019-08-07 10:07:28,2019-08-07 10:59:14,2019-08-07 10:36:14,2019-08-07 09:47:28,,60,NaN,NaN
SYB-GDA,GWK433,2019-07-03 22:55:42,2019-07-04 00:23:34,2019-07-03 20:53:34,2019-07-03 19:35:42,,240,NaN,NaN
POZ-PAR,LUS459,2019-12-04 06:27:12,2019-12-04 07:50:20,2019-12-04 04:08:20,2019-12-04 02:51:12,,256,NaN,NaN
BAR-BRU,AGS177,2019-10-22 22:50:36,2019-10-23 00:18:35,2019-10-23 00:04:35,2019-10-22 22:48:36,,42,NaN,NaN
HAM-ATE,ABC148,2019-07-04 18:23:02,2019-07-04 20:49:12,2019-07-04 17:49:12,2019-07-04 15:24:02,,219,NaN,NaN
KOL-KAL,TEW163,2019-07-09 17:08:42,2019-07-09 19:31:30,2019-07-09 18:55:30,2019-07-09 16:36:42,,72,NaN,NaN
WRO-BRU,XSA366,2020-03-07 09:54:48,2020-03-07 11:16:52,2020-03-07 07:39:52,2020-03-07 06:29:48,XSA366-GBK188-YIF,245,NaN,NaN
GDA-PAR,WRT417,2020-08-23 21:32:47,2020-08-23 23:13:30,2020-08-23 23:10:30,2020-08-23 21:32:47,,37,NaN,NaN
PRA-WAR,FYJ448,2019-07-21 09:37:02,2019-07-21 10:17:37,2019-07-21 07:18:37,2019-07-21 06:42:02,,215,NaN,NaN
RZY-EVE,LUS459,2020-01-22 13:05:29,2020-01-22 16:48:29,2020-01-22 14:37:29,2020-01-22 11:00:29,,165,NaN,NaN
EVE-HEL,CXU469,2020-02-21 07:02:02,2020-02-21 08:21:12,2020-02-21 04:06:12,2020-02-21 02:48:02,,294,NaN,NaN
LIP-WRO,ZNG543,2020-11-27 02:32:39,2020-11-27 03:08:56,2020-11-27 01:40:56,2020-11-27 01:17:39,,115,NaN,NaN
WRO-KOL,BUA130,2019-07-31 12:05:44,2019-07-31 13:00:19,2019-07-31 12:04:19,2019-07-31 11:11:44,,94,NaN,NaN
LON-HAM,EJV778,2019-12-25 12:53:54,2019-12-25 13:44:50,2019-12-25 12:04:50,2019-12-25 11:14:54,,139,NaN,NaN
PAR-HAM,UFY450,2020-10-21 18:40:11,2020-10-21 19:36:32,2020-10-21 17:20:32,2020-10-21 16:28:11,,172,NaN,NaN
KRA-POZ,OLW691,2019-07-05 03:41:35,2019-07-05 04:15:59,2019-07-05 01:56:59,2019-07-05 01:33:35,,168,NaN,NaN
BRU-GDA,SZL967,2019-06-10 12:07:50,2019-06-10 13:21:57,2019-06-10 10:56:57,2019-06-10 09:42:50,,185,NaN,NaN
POZ-PAR,XCB785,2020-05-23 09:14:27,2020-05-23 10:41:35,2020-05-23 08:04:35,2020-05-23 06:47:27,,187,NaN,NaN
LUB-POZ,SSC941,2020-06-18 22:50:02,2020-06-18 23:53:52,2020-06-18 23:43:52,2020-06-18 22:50:02,,20,NaN,NaN
HEL-BER,TVL412,2020-04-24 15:40:24,2020-04-24 17:08:25,2020-04-24 16:24:25,2020-04-24 15:03:24,,77,NaN,NaN
PRA-BAR,OFG488,2020-06-16 17:57:24,2020-06-16 19:41:32,2020-06-16 18:16:32,2020-06-16 16:33:24,,124,NaN,NaN
SYB-BAR,KZU214,2020-12-26 04:53:49,2020-12-26 07:07:43,2020-12-26 06:25:43,2020-12-26 04:11:49,,82,NaN,NaN
BRU-LON,GUU740,2019-02-26 12:55:19,2019-02-26 13:25:49,2019-02-26 11:59:49,2019-02-26 11:36:19,,119,NaN,NaN
KAL-POZ,VKY908,2019-07-06 19:21:55,2019-07-06 21:35:21,2019-07-06 20:21:21,2019-07-06 18:18:55,,103,NaN,NaN
BRU-LON,JAA194,2019-10-26 16:52:16,2019-10-26 17:21:46,2019-10-26 15:33:46,2019-10-26 15:10:16,,142,NaN,NaN
OST-HAM,UZA645,2019-02-02 15:02:41,2019-02-02 16:00:27,2019-02-02 14:08:27,2019-02-02 13:19:41,,143,NaN,NaN
HEL-SYB,UGM799,2019-07-22 08:41:00,2019-07-22 10:33:13,2019-07-22 10:09:13,2019-07-22 08:21:00,,60,NaN,NaN
BRU-KAL,LUS459,2020-12-04 22:45:04,2020-12-05 01:15:45,2020-12-05 00:57:45,2020-12-04 22:33:04,,52,NaN,NaN
OSL-KIR,XDD308,2020-06-26 10:40:13,2020-06-26 11:57:44,2020-06-26 11:05:44,2020-06-26 09:55:13,,85,NaN,NaN
PRA-WAR,GUU740,2020-06-29 23:59:48,2020-06-30 00:39:23,2020-06-29 23:21:23,2020-06-29 22:44:48,,115,NaN,NaN
OSL-EVE,MMR729,2020-01-21 00:20:32,2020-01-21 01:41:34,2020-01-20 21:18:34,2020-01-20 20:01:32,,299,NaN,NaN
EVE-BER,OWJ388,2020-06-20 06:26:04,2020-06-20 08:42:24,2020-06-20 05:16:24,2020-06-20 03:14:04,,232,NaN,NaN
KRA-RZY,UFY450,2019-04-22 19:38:12,2019-04-22 21:11:13,2019-04-22 19:12:13,2019-04-22 17:51:12,UFY450-RMU352-UHL,147,NaN,NaN
ATE-KAL,CIF342,2019-12-05 02:46:57,2019-12-05 03:12:07,2019-12-04 22:42:07,2019-12-04 22:29:57,,297,NaN,NaN
OSL-KIR,OWJ388,2020-11-05 15:06:38,2020-11-05 16:30:09,2020-11-05 13:03:09,2020-11-05 11:52:38,,234,NaN,NaN
LON-HAM,IGJ449,2020-11-24 15:33:49,2020-11-24 16:30:45,2020-11-24 14:37:45,2020-11-24 13:47:49,,146,NaN,NaN
WRO-KOP,FML277,2020-02-22 06:27:01,2020-02-22 07:21:11,2020-02-22 03:13:11,2020-02-22 02:30:01,,277,NaN,NaN
KIR-WAR,ZNG543,2020-07-24 19:30:05,2020-07-24 21:39:17,2020-07-24 18:21:17,2020-07-24 16:21:05,,229,NaN,NaN
KOL-KAL,QTB425,2020-05-07 19:22:48,2020-05-07 21:50:36,2020-05-07 17:38:36,2020-05-07 15:19:48,,283,NaN,NaN
LIP-WRO,WNB876,2020-09-21 09:23:41,2020-09-21 09:47:58,2020-09-21 05:43:58,2020-09-21 05:20:41,,283,NaN,NaN
WAR-BAR,ZVD638,2019-02-19 19:55:32,2019-02-19 22:23:25,2019-02-19 20:09:25,2019-02-19 17:55:32,,160,NaN,NaN
BAR-GDA,CIF342,2019-11-30 10:51:26,2019-11-30 13:18:55,2019-11-30 09:01:55,2019-11-30 06:38:26,,293,NaN,NaN
PRA-BAR,AGS177,2019-06-12 10:21:54,2019-06-12 12:13:02,2019-06-12 09:31:02,2019-06-12 07:47:54,,194,NaN,NaN
HEL-BER,JAA194,2020-02-18 12:14:42,2020-02-18 13:47:43,2020-02-18 10:07:43,2020-02-18 08:46:42,,248,NaN,NaN
GDA-EVE,LZN394,2019-12-05 22:43:44,2019-12-06 00:38:06,2019-12-06 00:34:06,2019-12-05 22:43:44,,26,NaN,NaN
RZY-EVE,ABC148,2019-01-03 05:32:12,2019-01-03 09:17:12,2019-01-03 09:09:12,2019-01-03 05:32:12,,23,NaN,NaN
POZ-PAR,LZN394,2019-01-30 12:46:46,2019-01-30 14:04:54,2019-01-30 10:05:54,2019-01-30 08:48:46,,278,NaN,NaN
LIP-WRO,EHA425,2019-11-14 16:42:10,2019-11-14 17:10:27,2019-11-14 17:02:27,2019-11-14 16:39:10,,43,NaN,NaN
KOL-KAL,JVF498,2020-02-22 18:49:53,2020-02-22 21:18:41,2020-02-22 20:57:41,2020-02-22 18:38:53,,51,NaN,NaN
LIP-PRA,UAB627,2020-12-22 07:29:28,2020-12-22 07:46:21,2020-12-22 06:38:21,2020-12-22 06:23:28,,106,NaN,NaN
SYB-LIP,YLK432,2020-01-21 22:22:34,2020-01-21 23:47:38,2020-01-21 20:44:38,2020-01-21 19:19:34,,223,NaN,NaN
ATE-BER,GKM691,2019-10-29 00:53:13,2019-10-29 03:06:29,2019-10-28 23:25:29,2019-10-28 21:16:13,GKM691-PDS116-VFX,257,NaN,NaN
HEL-BER,SSC941,2019-02-25 09:22:57,2019-02-25 10:45:58,2019-02-25 08:33:58,2019-02-25 07:12:57,,170,NaN,NaN
KIR-OST,LCU472,2019-04-04 07:27:58,2019-04-04 10:20:08,2019-04-04 06:27:08,2019-04-04 03:46:58,,261,NaN,NaN
KRA-POZ,AJV377,2020-07-05 04:18:08,2020-07-05 04:55:32,2020-07-05 02:30:32,2020-07-05 02:07:08,,171,NaN,NaN
KRA-HAM,UGG572,2019-09-19 07:42:56,2019-09-19 08:55:04,2019-09-19 07:55:04,2019-09-19 06:53:56,,89,NaN,NaN
EVE-HEL,LUS459,2019-06-22 11:57:50,2019-06-22 13:21:00,2019-06-22 10:15:00,2019-06-22 08:56:50,,221,NaN,NaN
LON-KOP,XLO190,2020-09-23 19:57:05,2020-09-23 21:02:30,2020-09-23 18:26:30,2020-09-23 17:22:05,,195,NaN,NaN
BRU-LON,CIF342,2020-05-29 04:44:18,2020-05-29 05:09:48,2020-05-29 00:52:48,2020-05-29 00:29:18,,295,NaN,NaN
HAM-OSL,BBF497,2020-06-28 17:35:57,2020-06-28 18:34:34,2020-06-28 16:25:34,2020-06-28 15:36:57,,159,NaN,NaN
PRA-WAR,ADO642,2020-10-25 08:23:52,2020-10-25 09:03:27,2020-10-25 07:55:27,2020-10-25 07:18:52,,105,NaN,NaN
KOL-OST,XCN517,2019-06-16 04:36:50,2019-06-16 05:44:45,2019-06-16 02:28:45,2019-06-16 01:23:50,XCN517-LUS459-GCB,233,NaN,NaN
BAR-GDA,TVL412,2020-11-06 14:06:14,2020-11-06 16:29:43,2020-11-06 12:27:43,2020-11-06 10:04:14,,282,NaN,NaN
RZY-EVE,WRT417,2019-05-10 07:54:06,2019-05-10 11:31:06,2019-05-10 09:11:06,2019-05-10 05:34:06,,180,NaN,NaN
HEL-RZY,ZNG543,2019-10-09 21:44:54,2019-10-10 00:29:01,2019-10-09 20:04:01,2019-10-09 17:33:54,,291,NaN,NaN
EVE-BER,BOR757,2019-08-04 22:43:33,2019-08-05 00:46:53,2019-08-05 00:45:53,2019-08-04 22:43:33,,30,NaN,NaN
KOL-WAR,ZAQ345,2020-03-03 23:23:27,2020-03-04 00:42:24,2020-03-03 20:26:24,2020-03-03 19:07:27,,296,NaN,NaN
EVE-HEL,XVB915,2020-11-19 20:47:00,2020-11-19 22:06:10,2020-11-19 20:34:10,2020-11-19 19:16:00,,131,NaN,NaN
BAR-GDA,BBF497,2019-07-22 11:50:12,2019-07-22 14:26:41,2019-07-22 12:44:41,2019-07-22 10:21:12,,129,NaN,NaN
RZY-EVE,UZI190,2020-09-29 19:50:14,2020-09-29 23:41:14,2020-09-29 21:07:14,2020-09-29 17:30:14,,180,NaN,NaN
OSL-KIR,ZVD638,2020-02-15 13:18:01,2020-02-15 14:28:32,2020-02-15 12:37:32,2020-02-15 11:27:01,ZVD638-BQF749-CMN,151,NaN,NaN
LON-HAM,ADO642,2020-12-18 06:40:29,2020-12-18 07:41:25,2020-12-18 06:55:25,2020-12-18 06:05:29,,75,NaN,NaN
KIR-WAR,ADO642,2019-12-27 19:18:34,2019-12-27 21:32:46,2019-12-27 19:03:46,2019-12-27 17:03:34,,175,NaN,NaN
ATE-KAL,SZL967,2019-08-12 11:58:44,2019-08-12 12:24:54,2019-08-12 08:36:54,2019-08-12 08:24:44,,254,NaN,NaN
OSL-KIR,UGG572,2019-01-18 05:10:51,2019-01-18 06:31:22,2019-01-18 06:21:22,2019-01-18 05:10:51,,25,NaN,NaN
KRA-RZY,TVL412,2019-11-11 05:55:29,2019-11-11 07:29:30,2019-11-11 07:16:30,2019-11-11 05:55:29,,31,NaN,NaN
PAR-HAM,YSV750,2020-09-02 12:43:46,2020-09-02 13:43:07,2020-09-02 12:20:07,2020-09-02 11:27:46,,116,NaN,NaN
LUB-WRO,YSV750,2020-05-27 04:23:18,2020-05-27 05:13:53,2020-05-27 01:43:53,2020-05-27 01:03:18,,240,NaN,NaN
BAR-EVE,TEW163,2019-08-13 13:42:42,2019-08-13 17:32:26,2019-08-13 16:38:26,2019-08-13 13:01:42,,81,NaN,NaN
EVE-BER,NIY536,2020-09-21 15:42:46,2020-09-21 17:45:06,2020-09-21 16:08:06,2020-09-21 14:05:46,,137,NaN,NaN
SYB-BAR,QTB425,2019-06-25 10:35:46,2019-06-25 13:00:40,2019-06-25 12:49:40,2019-06-25 10:35:46,,27,NaN,NaN
ATE-BER,AGS177,2020-07-26 18:17:10,2020-07-26 20:28:26,2020-07-26 17:45:26,2020-07-26 15:36:10,,201,NaN,NaN
SYB-GDA,HRB478,2019-08-18 02:18:34,2019-08-18 03:44:26,2019-08-18 00:01:26,2019-08-17 22:43:34,,255,NaN,NaN
EVE-BER,XEV536,2020-07-23 08:08:30,2020-07-23 10:12:50,2020-07-23 08:28:50,2020-07-23 06:26:30,XEV536-JQO874-OZX,142,NaN,NaN
BAR-RZY,WHA378,2019-11-08 19:51:08,2019-11-08 21:06:27,2019-11-08 19:32:27,2019-11-08 18:26:08,,125,NaN,NaN
KRA-HAM,XDD308,2019-05-11 20:03:09,2019-05-11 21:10:17,2019-05-11 19:09:17,2019-05-11 18:08:09,,155,NaN,NaN
LUB-POZ,HJQ986,2019-04-13 22:12:17,2019-04-13 23:09:07,2019-04-13 19:57:07,2019-04-13 19:03:17,,229,NaN,NaN
OSL-EVE,JVF498,2020-10-06 22:44:07,2020-10-07 00:06:09,2020-10-06 19:46:09,2020-10-06 18:29:07,,295,NaN,NaN
LON-OSL,BTO248,2019-04-12 09:56:15,2019-04-12 11:31:34,2019-04-12 08:21:34,2019-04-12 06:49:15,,227,NaN,NaN
WAR-RZY,GUU740,2019-04-30 06:03:20,2019-04-30 07:35:27,2019-04-30 06:44:27,2019-04-30 05:13:20,,90,NaN,NaN
PRA-WAR,OWJ388,2019-02-18 08:03:41,2019-02-18 08:41:16,2019-02-18 06:04:16,2019-02-18 05:27:41,,196,NaN,NaN
WRO-KOP,OFG488,2019-03-05 07:03:13,2019-03-05 07:48:23,2019-03-05 04:38:23,2019-03-05 03:55:13,,228,NaN,NaN
OST-WRO,GOR387,2020-01-06 12:00:21,2020-01-06 12:25:51,2020-01-06 10:43:51,2020-01-06 10:32:21,,128,NaN,NaN
LON-HAM,LIM570,2020-06-22 19:42:46,2020-06-22 20:45:42,2020-06-22 16:29:42,2020-06-22 15:39:46,,283,NaN,NaN
LIP-PRA,FML277,2019-12-14 03:54:19,2019-12-14 04:17:12,2019-12-14 04:09:12,2019-12-14 03:54:19,,33,NaN,NaN
LUB-OSL,QTB425,2019-10-27 23:40:06,2019-10-28 01:39:51,2019-10-27 23:08:51,2019-10-27 21:13:06,,187,NaN,NaN
PAR-HAM,GBK188,2020-11-08 14:33:55,2020-11-08 15:26:16,2020-11-08 14:51:16,2020-11-08 13:58:55,,75,NaN,NaN
WRO-SYB,YLK432,2020-12-03 12:59:44,2020-12-03 14:02:39,2020-12-03 13:00:39,2020-12-03 12:02:44,,97,NaN,NaN
SZT-PAR,JVF498,2019-03-15 22:38:32,2019-03-16 00:42:02,2019-03-15 21:34:02,2019-03-15 19:40:32,,218,NaN,NaN
LUB-WRO,IWE377,2019-03-18 01:26:23,2019-03-18 02:07:58,2019-03-18 01:52:58,2019-03-18 01:12:23,,54,NaN,NaN
OST-HAM,XEV536,2020-06-04 09:37:22,2020-06-04 10:28:08,2020-06-04 07:31:08,2020-06-04 06:42:22,,215,NaN,NaN
KRA-HAM,FML277,2020-11-02 16:43:55,2020-11-02 17:55:03,2020-11-02 13:37:03,2020-11-02 12:35:55,,288,NaN,NaN
RZY-EVE,OTI754,2019-07-11 14:17:27,2019-07-11 17:59:27,2019-07-11 15:54:27,2019-07-11 12:17:27,,160,NaN,NaN
WRO-KOP,YLK432,2020-09-13 02:43:41,2020-09-13 03:36:51,2020-09-13 03:26:51,2020-09-13 02:43:41,,29,NaN,NaN
KOL-OST,XLO190,2020-08-29 11:17:03,2020-08-29 12:31:58,2020-08-29 11:16:58,2020-08-29 10:12:03,,105,NaN,NaN
HAM-OSL,UGM799,2019-07-06 20:22:01,2019-07-06 21:16:38,2019-07-06 20:53:38,2019-07-06 20:05:01,,57,NaN,NaN
OSL-EVE,HRB478,2019-03-05 00:46:13,2019-03-05 02:08:15,2019-03-05 02:03:15,2019-03-05 00:46:13,,34,NaN,NaN
ATE-BER,HKM384,2019-04-13 14:41:46,2019-04-13 16:52:02,2019-04-13 15:21:02,2019-04-13 13:11:46,,130,NaN,NaN
HAM-ATE,ZEI514,2019-03-14 03:03:35,2019-03-14 05:35:45,2019-03-14 05:28:45,2019-03-14 03:03:35,,32,NaN,NaN
OST-HAM,OWJ388,2019-01-19 01:03:43,2019-01-19 02:06:29,2019-01-19 01:11:29,2019-01-19 00:22:43,,81,NaN,NaN
WAR-RZY,ZCB520,2020-09-01 01:17:19,2020-09-01 02:54:26,2020-09-01 02:42:26,2020-09-01 01:11:19,,46,NaN,NaN
