0,1,2,3,4,5,6,7,8,9
GDA-POZ,UDW638,2019-03-25 20:22:53,2019-03-25 20:45:35,2019-03-25 17:07:35,2019-03-25 16:49:53,,253,biznesowa,CID00080
GDA-LUB,FFX619,2019-09-24 17:36:18,2019-09-24 18:52:37,2019-09-24 14:31:37,2019-09-24 13:19:18,,297,ekonomiczna,CID00056
LUB-GDA,QZO798,2020-01-09 08:09:36,2020-01-09 09:37:01,2020-01-09 09:23:01,2020-01-09 08:09:36,,32,biznesowa,CID00022
BRU-GDA,YPA105,2019-06-06 14:44:06,2019-06-06 16:07:51,2019-06-06 15:03:51,2019-06-06 13:48:06,,96,biznesowa,CID00057
GDA-POZ,WNJ711,2018-01-19 23:01:45,2018-01-19 23:28:27,2018-01-19 19:59:27,2018-01-19 19:41:45,,240,biznesowa,CID00084
GDA-LUB,AZK514,2020-10-16 00:25:46,2020-10-16 01:43:05,2020-10-16 01:23:05,2020-10-16 00:10:46,AZK514-TOW837-QHF,55,ekonomiczna,CID00090
BRU-GDA,IXP868,2018-06-06 22:59:50,2018-06-07 00:28:35,2018-06-06 23:53:35,2018-06-06 22:37:50,,62,biznesowa,CID00073
POZ-GDA,YPA105,2020-01-26 13:14:54,2020-01-26 13:47:16,2020-01-26 09:22:16,2020-01-26 09:02:54,,292,ekonomiczna,CID00074
GDA-POZ,BJF685,2020-07-19 17:23:50,2020-07-19 17:46:32,2020-07-19 16:54:32,2020-07-19 16:36:50,BJF685-WTI108-QRU,87,biznesowa,CID00085
LON-GDA,XLY374,2018-12-21 10:30:15,2018-12-21 12:08:33,2018-12-21 10:59:33,2018-12-21 09:23:15,,107,zwykła,CID00010
GDA-POZ,HTF535,2018-03-25 18:39:14,2018-03-25 19:08:56,2018-03-25 18:40:56,2018-03-25 18:23:14,,56,ekonomiczna,CID00091
LON-GDA,HGV108,2018-02-26 15:01:23,2018-02-26 16:40:41,2018-02-26 14:01:41,2018-02-26 12:25:23,HGV108-ADQ817-UAJ,196,ekonomiczna,CID00087
GDA-POZ,ADQ817,2020-09-12 10:54:03,2020-09-12 11:25:45,2020-09-12 07:43:45,2020-09-12 07:26:03,,248,ekonomiczna,CID00025
LON-GDA,CZZ946,2020-07-06 10:57:23,2020-07-06 12:46:41,2020-07-06 09:57:41,2020-07-06 08:21:23,,196,zwykła,CID00091
LUB-GDA,RIC709,2018-12-21 21:55:33,2018-12-21 23:14:58,2018-12-21 20:16:58,2018-12-21 19:03:33,,212,biznesowa,CID00062
RZY-GDA,VJD545,2018-09-28 19:26:14,2018-09-28 21:12:23,2018-09-28 17:29:23,2018-09-28 15:47:14,,259,biznesowa,CID00010
LON-GDA,EWQ632,2020-05-16 03:44:34,2020-05-16 05:22:52,2020-05-16 04:34:52,2020-05-16 02:58:34,,86,biznesowa,CID00061
GDA-BRU,EKK256,2020-02-22 00:05:26,2020-02-22 01:28:51,2020-02-21 21:17:51,2020-02-21 20:08:26,,277,ekonomiczna,CID00056
LON-GDA,YQG797,2020-07-01 06:13:49,2020-07-01 07:52:07,2020-07-01 06:02:07,2020-07-01 04:25:49,,148,ekonomiczna,CID00073
POZ-GDA,JMW164,2020-02-19 13:56:55,2020-02-19 14:30:17,2020-02-19 13:14:17,2020-02-19 12:54:55,,102,biznesowa,CID00038
LON-GDA,IWY259,2018-07-14 10:27:02,2018-07-14 12:17:20,2018-07-14 08:44:20,2018-07-14 07:08:02,,239,zwykła,CID00037
GDA-LUB,UPZ176,2019-03-20 10:04:32,2019-03-20 11:19:51,2019-03-20 10:20:51,2019-03-20 09:08:32,,96,zwykła,CID00034
GDA-RZY,UDW638,2018-06-18 11:56:05,2018-06-18 13:46:56,2018-06-18 13:35:56,2018-06-18 11:52:05,,44,ekonomiczna,CID00062
LUB-GDA,BXN397,2019-11-01 21:55:03,2019-11-01 23:16:28,2019-11-01 21:42:28,2019-11-01 20:29:03,,126,ekonomiczna,CID00024
GDA-BRU,WTI108,2020-01-28 07:20:37,2020-01-28 08:38:02,2020-01-28 07:29:02,2020-01-28 06:19:37,,101,zwykła,CID00095
LON-GDA,KMG893,2020-06-03 07:14:19,2020-06-03 09:03:37,2020-06-03 08:02:37,2020-06-03 06:26:19,,88,ekonomiczna,CID00055
GDA-POZ,HTN138,2018-01-17 16:22:28,2018-01-17 16:47:10,2018-01-17 16:00:10,2018-01-17 15:42:28,,80,ekonomiczna,CID00084
LUB-GDA,KZG738,2018-08-09 02:24:47,2018-08-09 03:49:12,2018-08-09 01:55:12,2018-08-09 00:41:47,KZG738-HGV108-FME,143,ekonomiczna,CID00092
LUB-GDA,IWY259,2018-07-01 13:31:00,2018-07-01 14:52:25,2018-07-01 12:27:25,2018-07-01 11:14:00,,177,ekonomiczna,CID00027
GDA-POZ,EHR562,2018-02-17 20:03:11,2018-02-17 20:23:53,2018-02-17 19:05:53,2018-02-17 18:48:11,,115,ekonomiczna,CID00044
LON-GDA,SRQ388,2018-05-15 19:07:39,2018-05-15 20:49:57,2018-05-15 20:08:57,2018-05-15 18:32:39,,75,ekonomiczna,CID00001
POZ-GDA,GRN416,2018-08-08 21:24:43,2018-08-08 21:54:05,2018-08-08 17:25:05,2018-08-08 17:05:43,,299,ekonomiczna,CID00008
POZ-GDA,ZHE158,2018-05-19 15:44:17,2018-05-19 16:03:39,2018-05-19 16:03:39,2018-05-19 15:44:17,,27,ekonomiczna,CID00063
GDA-LON,KYE127,2019-07-24 11:16:51,2019-07-24 12:46:17,2019-07-24 10:17:17,2019-07-24 08:47:51,,189,biznesowa,CID00089
LUB-GDA,ZVJ831,2018-10-27 18:08:20,2018-10-27 19:23:45,2018-10-27 18:16:45,2018-10-27 17:03:20,,105,ekonomiczna,CID00069
GDA-LUB,FWV523,2020-08-22 21:34:52,2020-08-22 22:56:11,2020-08-22 19:21:11,2020-08-22 18:08:52,,246,biznesowa,CID00081
GDA-LON,NGC950,2019-12-02 21:35:05,2019-12-02 23:16:31,2019-12-02 21:16:31,2019-12-02 19:47:05,NGC950-IWY259-ULP,148,biznesowa,CID00011
GDA-RZY,IXP868,2018-07-13 15:46:34,2018-07-13 17:41:25,2018-07-13 14:29:25,2018-07-13 12:45:34,,221,ekonomiczna,CID00011
GDA-LUB,CZP500,2019-01-27 16:31:09,2019-01-27 17:50:28,2019-01-27 16:06:28,2019-01-27 14:54:09,,137,biznesowa,CID00090
GDA-POZ,PIG739,2020-01-26 05:49:49,2020-01-26 06:12:31,2020-01-26 06:07:31,2020-01-26 05:49:49,,33,ekonomiczna,CID00000
GDA-POZ,YQG797,2020-03-21 01:09:22,2020-03-21 01:30:04,2020-03-20 22:23:04,2020-03-20 22:05:22,,224,biznesowa,CID00084
GDA-RZY,OTX822,2019-03-09 05:48:13,2019-03-09 07:42:04,2019-03-09 05:07:04,2019-03-09 03:23:13,,185,zwykła,CID00051
GDA-LUB,AZK514,2019-11-11 01:13:37,2019-11-11 02:33:56,2019-11-11 02:09:56,2019-11-11 00:57:37,,56,zwykła,CID00032
LUB-GDA,UTH218,2019-07-09 10:09:12,2019-07-09 11:32:37,2019-07-09 09:42:37,2019-07-09 08:29:12,,140,ekonomiczna,CID00032
GDA-LUB,WPH429,2018-08-13 21:36:06,2018-08-13 22:52:25,2018-08-13 18:53:25,2018-08-13 17:41:06,,275,ekonomiczna,CID00005
GDA-BRU,CPM454,2020-12-22 07:30:06,2020-12-22 08:51:31,2020-12-22 05:18:31,2020-12-22 04:09:06,,241,biznesowa,CID00079
POZ-GDA,EHR562,2019-02-10 08:24:29,2019-02-10 08:51:51,2019-02-10 06:24:51,2019-02-10 06:05:29,,179,zwykła,CID00029
RZY-GDA,HTN138,2018-07-11 10:51:41,2018-07-11 12:34:50,2018-07-11 08:32:50,2018-07-11 06:50:41,,281,biznesowa,CID00021
GDA-POZ,SBR812,2019-02-11 11:01:02,2019-02-11 11:26:44,2019-02-11 10:20:44,2019-02-11 10:03:02,,98,biznesowa,CID00086
POZ-GDA,SRQ388,2019-02-04 15:45:30,2019-02-04 16:11:52,2019-02-04 14:24:52,2019-02-04 14:05:30,,140,zwykła,CID00015
GDA-POZ,TEF351,2018-01-23 14:16:07,2018-01-23 14:33:49,2018-01-23 12:05:49,2018-01-23 11:48:07,,188,biznesowa,CID00049
RZY-GDA,UCY529,2018-03-23 10:42:58,2018-03-23 12:25:07,2018-03-23 08:09:07,2018-03-23 06:26:58,,296,ekonomiczna,CID00063
GDA-LON,LPR283,2020-06-24 06:21:52,2020-06-24 08:01:18,2020-06-24 06:30:18,2020-06-24 05:00:52,,121,biznesowa,CID00066
GDA-BRU,NLQ869,2018-01-27 11:34:51,2018-01-27 12:55:16,2018-01-27 11:15:16,2018-01-27 10:05:51,,129,biznesowa,CID00039
GDA-LON,BJF685,2020-09-24 15:03:50,2020-09-24 16:37:16,2020-09-24 14:09:16,2020-09-24 12:39:50,,184,biznesowa,CID00010
POZ-GDA,TGH391,2020-10-25 21:38:37,2020-10-25 22:08:59,2020-10-25 18:13:59,2020-10-25 17:54:37,,264,zwykła,CID00079
GDA-BRU,BXN397,2020-01-28 15:23:54,2020-01-28 16:36:19,2020-01-28 12:22:19,2020-01-28 11:12:54,BXN397-VAU408-LDE,291,biznesowa,CID00084
POZ-GDA,SRQ388,2020-01-03 14:42:53,2020-01-03 15:16:15,2020-01-03 15:02:15,2020-01-03 14:42:53,,30,biznesowa,CID00097
BRU-GDA,TEF351,2019-07-23 21:11:23,2019-07-23 22:39:08,2019-07-23 22:11:08,2019-07-23 20:55:23,,56,biznesowa,CID00045
POZ-GDA,TEF351,2019-07-26 10:42:38,2019-07-26 11:06:00,2019-07-26 07:15:00,2019-07-26 06:55:38,,267,biznesowa,CID00088
LUB-GDA,SRQ388,2019-05-03 00:37:21,2019-05-03 01:54:46,2019-05-03 00:01:46,2019-05-02 22:48:21,,149,biznesowa,CID00026
GDA-BRU,FWV523,2019-12-06 15:38:03,2019-12-06 16:50:28,2019-12-06 14:04:28,2019-12-06 12:55:03,FWV523-GRN416-ATY,203,zwykła,CID00081
LUB-GDA,IXP868,2018-12-20 08:09:25,2018-12-20 09:30:50,2018-12-20 07:10:50,2018-12-20 05:57:25,,172,ekonomiczna,CID00099
GDA-BRU,DPO296,2019-08-11 20:59:19,2019-08-11 22:11:44,2019-08-11 18:28:44,2019-08-11 17:19:19,,260,ekonomiczna,CID00028
GDA-RZY,MSU178,2020-11-04 15:42:06,2020-11-04 17:27:57,2020-11-04 16:32:57,2020-11-04 14:49:06,,93,zwykła,CID00010
GDA-RZY,WPH429,2020-07-25 06:13:42,2020-07-25 07:57:33,2020-07-25 07:21:33,2020-07-25 05:37:42,,76,zwykła,CID00012
GDA-RZY,CZZ946,2019-01-23 14:10:26,2019-01-23 16:07:17,2019-01-23 11:48:17,2019-01-23 10:04:26,,286,zwykła,CID00017
GDA-LON,DSE834,2019-12-11 09:25:32,2019-12-11 11:04:58,2019-12-11 08:40:58,2019-12-11 07:11:32,,174,zwykła,CID00001
GDA-POZ,VGS147,2020-09-16 22:15:02,2020-09-16 22:33:44,2020-09-16 19:19:44,2020-09-16 19:02:02,,233,biznesowa,CID00039
LUB-GDA,ADQ817,2019-11-20 13:17:45,2019-11-20 14:35:10,2019-11-20 14:31:10,2019-11-20 13:17:45,,35,ekonomiczna,CID00054
POZ-GDA,JEN168,2018-10-09 11:39:22,2018-10-09 12:12:44,2018-10-09 10:25:44,2018-10-09 10:06:22,,133,zwykła,CID00063
LUB-GDA,HXG104,2019-08-06 09:40:44,2019-08-06 11:00:09,2019-08-06 07:22:09,2019-08-06 06:08:44,,252,biznesowa,CID00075
GDA-LUB,WNJ711,2018-09-29 18:30:50,2018-09-29 19:53:09,2018-09-29 17:49:09,2018-09-29 16:36:50,,154,ekonomiczna,CID00040
RZY-GDA,PFR606,2020-02-21 22:18:39,2020-02-22 00:03:48,2020-02-22 00:00:48,2020-02-21 22:18:39,,27,ekonomiczna,CID00072
GDA-POZ,EWQ632,2018-07-23 04:50:33,2018-07-23 05:14:15,2018-07-23 02:12:15,2018-07-23 01:54:33,,216,ekonomiczna,CID00023
GDA-POZ,WPH429,2020-08-20 07:06:46,2020-08-20 07:28:28,2020-08-20 05:46:28,2020-08-20 05:28:46,,138,ekonomiczna,CID00041
POZ-GDA,KMG893,2020-04-20 21:56:39,2020-04-20 22:27:01,2020-04-20 22:16:01,2020-04-20 21:56:39,,34,ekonomiczna,CID00099
GDA-LON,AKX884,2019-02-16 04:52:18,2019-02-16 06:22:44,2019-02-16 03:41:44,2019-02-16 02:12:18,,200,biznesowa,CID00001
GDA-LUB,KZG738,2019-06-17 02:38:35,2019-06-17 03:58:54,2019-06-17 01:33:54,2019-06-17 00:21:35,KZG738-WNJ711-EYQ,177,zwykła,CID00065
POZ-GDA,CZP500,2019-03-13 05:17:31,2019-03-13 05:49:53,2019-03-13 04:39:53,2019-03-13 04:20:31,,97,ekonomiczna,CID00072
BRU-GDA,LPR283,2018-06-09 17:04:08,2018-06-09 18:32:53,2018-06-09 17:47:53,2018-06-09 16:32:08,,72,ekonomiczna,CID00078
GDA-BRU,HGV108,2018-06-04 20:20:37,2018-06-04 21:41:02,2018-06-04 17:33:02,2018-06-04 16:23:37,,277,zwykła,CID00050
LON-GDA,TGH391,2018-12-29 19:39:22,2018-12-29 21:18:40,2018-12-29 20:39:40,2018-12-29 19:03:22,,76,zwykła,CID00031
RZY-GDA,OOH181,2019-09-26 00:23:30,2019-09-26 02:09:39,2019-09-25 23:46:39,2019-09-25 22:04:30,,179,ekonomiczna,CID00048
GDA-LUB,DAD546,2020-09-08 11:07:02,2020-09-08 12:25:21,2020-09-08 08:18:21,2020-09-08 07:06:02,,281,zwykła,CID00097
GDA-LUB,JEG293,2018-09-15 15:19:04,2018-09-15 16:37:23,2018-09-15 12:18:23,2018-09-15 11:06:04,,293,ekonomiczna,CID00070
GDA-LON,PFR606,2018-12-02 07:47:18,2018-12-02 09:27:44,2018-12-02 08:26:44,2018-12-02 06:57:18,PFR606-HTF535-GLC,90,biznesowa,CID00045
POZ-GDA,HXG104,2019-12-18 12:56:33,2019-12-18 13:27:55,2019-12-18 10:26:55,2019-12-18 10:07:33,,209,ekonomiczna,CID00018
BRU-GDA,HPS385,2018-06-12 02:03:50,2018-06-12 03:29:35,2018-06-12 03:14:35,2018-06-12 01:58:50,,45,ekonomiczna,CID00047
GDA-RZY,OOH181,2019-11-18 05:51:47,2019-11-18 07:48:38,2019-11-18 06:01:38,2019-11-18 04:17:47,,134,ekonomiczna,CID00058
RZY-GDA,AKX884,2019-10-20 14:15:23,2019-10-20 16:07:32,2019-10-20 14:07:32,2019-10-20 12:25:23,,150,ekonomiczna,CID00074
LON-GDA,TLU612,2020-12-31 00:47:51,2020-12-31 02:29:09,2020-12-30 23:34:09,2020-12-30 21:57:51,,210,zwykła,CID00032
LUB-GDA,YDX649,2018-12-28 09:39:57,2018-12-28 10:59:22,2018-12-28 08:39:22,2018-12-28 07:25:57,YDX649-TLU612-BLK,174,zwykła,CID00032
GDA-LON,XWP567,2019-08-18 08:29:17,2019-08-18 09:59:43,2019-08-18 06:46:43,2019-08-18 05:17:17,,232,ekonomiczna,CID00086
POZ-GDA,DAD546,2020-10-08 14:00:19,2020-10-08 14:30:41,2020-10-08 10:57:41,2020-10-08 10:38:19,,242,zwykła,CID00077
RZY-GDA,AKT247,2019-12-12 09:51:09,2019-12-12 11:41:18,2019-12-12 08:23:18,2019-12-12 06:41:09,,230,biznesowa,CID00012
LUB-GDA,TOW837,2019-08-15 10:25:18,2019-08-15 11:41:43,2019-08-15 07:50:43,2019-08-15 06:37:18,,268,zwykła,CID00058
GDA-RZY,IWY259,2019-04-02 10:08:45,2019-04-02 12:05:36,2019-04-02 07:40:36,2019-04-02 05:56:45,,292,biznesowa,CID00007
GDA-LON,BJF685,2019-10-15 01:31:55,2019-10-15 03:05:21,2019-10-15 01:38:21,2019-10-15 00:08:55,,123,biznesowa,CID00098
GDA-BRU,UCC555,2020-06-29 21:47:01,2020-06-29 22:56:26,2020-06-29 22:56:26,2020-06-29 21:47:01,,29,ekonomiczna,CID00009
BRU-GDA,EWQ632,2018-03-18 09:40:33,2018-03-18 11:02:18,2018-03-18 07:32:18,2018-03-18 06:16:33,,244,zwykła,CID00057
GDA-POZ,NSZ186,2020-01-12 15:56:42,2020-01-12 16:26:24,2020-01-12 15:47:24,2020-01-12 15:29:42,,67,zwykła,CID00093
BRU-GDA,NSZ186,2019-08-28 06:24:26,2019-08-28 07:50:11,2019-08-28 05:26:11,2019-08-28 04:10:26,,174,biznesowa,CID00003
GDA-BRU,KZG738,2019-12-01 04:18:22,2019-12-01 05:27:47,2019-12-01 05:25:47,2019-12-01 04:16:22,,42,zwykła,CID00025
GDA-POZ,UDW638,2020-06-19 10:20:22,2020-06-19 10:52:04,2020-06-19 10:16:04,2020-06-19 09:58:22,,62,ekonomiczna,CID00025
LON-GDA,NFZ806,2018-06-05 16:13:06,2018-06-05 17:57:24,2018-06-05 13:38:24,2018-06-05 12:02:06,,291,zwykła,CID00098
GDA-RZY,OHP962,2020-06-14 10:16:31,2020-06-14 12:06:22,2020-06-14 08:21:22,2020-06-14 06:37:31,,259,biznesowa,CID00069
LON-GDA,CYG904,2019-07-26 18:23:25,2019-07-26 20:11:43,2019-07-26 18:45:43,2019-07-26 17:09:25,,114,biznesowa,CID00027
GDA-RZY,CFN786,2019-03-11 17:57:14,2019-03-11 19:45:05,2019-03-11 18:39:05,2019-03-11 16:55:14,,102,ekonomiczna,CID00021
GDA-BRU,HPS385,2018-08-24 05:27:04,2018-08-24 06:37:29,2018-08-24 05:31:29,2018-08-24 04:22:04,,105,biznesowa,CID00064
GDA-LUB,KZG738,2018-02-21 01:57:54,2018-02-21 03:24:13,2018-02-20 23:08:13,2018-02-20 21:55:54,,282,ekonomiczna,CID00046
GDA-LUB,PKY311,2019-05-24 00:47:42,2019-05-24 02:11:01,2019-05-23 23:22:01,2019-05-23 22:09:42,,198,zwykła,CID00025
BRU-GDA,SRQ388,2018-08-31 21:14:17,2018-08-31 22:30:02,2018-08-31 18:16:02,2018-08-31 17:00:17,,294,zwykła,CID00069
LON-GDA,GRN416,2020-06-01 02:13:01,2020-06-01 04:01:19,2020-06-01 03:38:19,2020-06-01 02:02:01,,51,zwykła,CID00084
GDA-LUB,AKX884,2018-01-10 06:16:35,2018-01-10 07:40:54,2018-01-10 04:39:54,2018-01-10 03:27:35,,209,zwykła,CID00017
LUB-GDA,VXL974,2019-06-29 23:48:50,2019-06-30 01:13:15,2019-06-29 20:53:15,2019-06-29 19:39:50,,289,biznesowa,CID00042
GDA-LON,KYE127,2018-04-21 04:33:00,2018-04-21 06:04:26,2018-04-21 01:51:26,2018-04-21 00:22:00,,291,zwykła,CID00052
POZ-GDA,JEN168,2018-06-21 09:17:28,2018-06-21 09:37:50,2018-06-21 05:44:50,2018-06-21 05:25:28,,272,zwykła,CID00033
BRU-GDA,UCY529,2018-10-26 11:08:36,2018-10-26 12:36:21,2018-10-26 09:08:21,2018-10-26 07:52:36,,236,ekonomiczna,CID00079
POZ-GDA,GBG324,2018-10-23 02:12:07,2018-10-23 02:33:29,2018-10-23 01:48:29,2018-10-23 01:29:07,GBG324-ATU836-CTI,83,zwykła,CID00013
GDA-LON,DSE834,2020-07-05 10:29:51,2020-07-05 12:03:17,2020-07-05 10:41:17,2020-07-05 09:11:51,,118,ekonomiczna,CID00091
LUB-GDA,MSU178,2018-07-23 17:26:40,2018-07-23 18:45:05,2018-07-23 16:20:05,2018-07-23 15:06:40,MSU178-SGS708-WOB,180,zwykła,CID00037
POZ-GDA,QZO798,2019-06-30 13:35:04,2019-06-30 13:57:26,2019-06-30 11:20:26,2019-06-30 11:01:04,,194,ekonomiczna,CID00096
GDA-POZ,EHR562,2018-03-27 20:16:01,2018-03-27 20:41:43,2018-03-27 18:48:43,2018-03-27 18:31:01,,145,ekonomiczna,CID00051
LON-GDA,KMG893,2019-06-04 09:30:39,2019-06-04 11:16:57,2019-06-04 09:57:57,2019-06-04 08:21:39,,109,zwykła,CID00031
GDA-LUB,LXU103,2019-11-17 18:50:01,2019-11-17 20:07:20,2019-11-17 19:44:20,2019-11-17 18:32:01,,58,ekonomiczna,CID00004
GDA-LON,HTF535,2019-04-07 23:43:17,2019-04-08 01:17:43,2019-04-07 23:35:43,2019-04-07 22:06:17,,137,ekonomiczna,CID00072
GDA-LUB,FWV523,2019-03-04 05:19:58,2019-03-04 06:36:17,2019-03-04 02:17:17,2019-03-04 01:04:58,,295,biznesowa,CID00097
POZ-GDA,EHR562,2018-04-10 08:34:25,2018-04-10 09:00:47,2018-04-10 04:49:47,2018-04-10 04:30:25,,284,ekonomiczna,CID00038
GDA-RZY,HTN138,2018-11-30 11:49:03,2018-11-30 13:32:54,2018-11-30 10:11:54,2018-11-30 08:28:03,,241,ekonomiczna,CID00093
GDA-RZY,CZP500,2020-10-05 18:50:19,2020-10-05 20:46:10,2020-10-05 16:53:10,2020-10-05 15:09:19,,261,biznesowa,CID00085
POZ-GDA,HTN138,2018-12-24 00:28:50,2018-12-24 00:55:12,2018-12-23 22:33:12,2018-12-23 22:13:50,,175,zwykła,CID00046
GDA-LUB,RIC709,2019-07-30 12:04:02,2019-07-30 13:26:21,2019-07-30 13:15:21,2019-07-30 12:03:02,,41,ekonomiczna,CID00075
GDA-BRU,RWL118,2020-05-11 16:41:03,2020-05-11 17:50:28,2020-05-11 17:09:28,2020-05-11 16:00:03,,81,biznesowa,CID00080
GDA-LON,ADQ817,2020-07-23 15:58:11,2020-07-23 17:33:37,2020-07-23 17:27:37,2020-07-23 15:58:11,,21,ekonomiczna,CID00074
POZ-GDA,HGV108,2018-03-09 21:39:30,2018-03-09 22:06:52,2018-03-09 21:14:52,2018-03-09 20:55:30,,84,biznesowa,CID00074
LON-GDA,JWO376,2018-09-09 11:00:15,2018-09-09 12:44:33,2018-09-09 09:49:33,2018-09-09 08:13:15,,207,zwykła,CID00065
GDA-LON,LXU103,2019-03-30 23:01:54,2019-03-31 00:35:20,2019-03-30 21:17:20,2019-03-30 19:47:54,,234,biznesowa,CID00071
GDA-LON,HSA145,2019-08-05 09:44:02,2019-08-05 11:14:28,2019-08-05 08:09:28,2019-08-05 06:40:02,HSA145-KZG738-XXR,224,biznesowa,CID00011
LUB-GDA,KMG893,2018-10-20 09:55:24,2018-10-20 11:11:49,2018-10-20 07:02:49,2018-10-20 05:49:24,,286,ekonomiczna,CID00013
GDA-BRU,ZIA282,2018-04-17 16:42:05,2018-04-17 17:59:30,2018-04-17 17:49:30,2018-04-17 16:40:05,,42,ekonomiczna,CID00058
POZ-GDA,NSZ186,2018-10-01 05:51:29,2018-10-01 06:19:51,2018-10-01 02:04:51,2018-10-01 01:45:29,,286,ekonomiczna,CID00013
GDA-LUB,CPM454,2019-11-27 16:48:42,2019-11-27 18:15:01,2019-11-27 17:39:01,2019-11-27 16:26:42,,62,ekonomiczna,CID00006
GDA-RZY,YPA105,2018-10-23 01:18:10,2018-10-23 03:03:01,2018-10-22 23:30:01,2018-10-22 21:46:10,,252,ekonomiczna,CID00073
RZY-GDA,CSG301,2018-12-20 03:40:53,2018-12-20 05:25:02,2018-12-20 03:35:02,2018-12-20 01:52:53,,148,biznesowa,CID00017
GDA-LUB,UTH218,2020-03-26 20:06:55,2020-03-26 21:20:14,2020-03-26 19:54:14,2020-03-26 18:41:55,,125,zwykła,CID00020
GDA-LON,JMW164,2020-09-02 01:30:33,2020-09-02 03:08:59,2020-09-02 00:25:59,2020-09-01 22:56:33,,194,zwykła,CID00073
GDA-LUB,UPZ176,2019-11-07 13:24:04,2019-11-07 14:48:23,2019-11-07 12:38:23,2019-11-07 11:26:04,,158,ekonomiczna,CID00029
LON-GDA,NSZ186,2019-01-10 20:29:10,2019-01-10 22:19:28,2019-01-10 20:09:28,2019-01-10 18:33:10,,156,biznesowa,CID00092
GDA-LUB,WPH429,2019-06-14 15:48:15,2019-06-14 17:05:34,2019-06-14 16:34:34,2019-06-14 15:22:15,,66,zwykła,CID00071
GDA-POZ,VGS147,2019-12-31 15:44:33,2019-12-31 16:07:15,2019-12-31 13:39:15,2019-12-31 13:21:33,,183,ekonomiczna,CID00034
GDA-POZ,RWL118,2019-08-21 20:50:13,2019-08-21 21:21:55,2019-08-21 17:53:55,2019-08-21 17:36:13,,234,ekonomiczna,CID00018
LUB-GDA,CYG904,2018-01-24 22:02:05,2018-01-24 23:21:30,2018-01-24 19:52:30,2018-01-24 18:39:05,,243,ekonomiczna,CID00039
LON-GDA,DCQ505,2020-05-11 11:32:47,2020-05-11 13:09:05,2020-05-11 11:48:05,2020-05-11 10:11:47,,121,ekonomiczna,CID00079
RZY-GDA,ZIA282,2018-10-28 17:12:16,2018-10-28 18:55:25,2018-10-28 17:06:25,2018-10-28 15:24:16,,148,biznesowa,CID00032
GDA-LUB,FFX619,2020-01-08 19:57:29,2020-01-08 21:18:48,2020-01-08 17:29:48,2020-01-08 16:17:29,,260,zwykła,CID00081
LON-GDA,VGS147,2018-12-12 18:27:32,2018-12-12 20:17:50,2018-12-12 20:03:50,2018-12-12 18:27:32,,27,zwykła,CID00017
GDA-BRU,DAD546,2019-12-27 00:54:32,2019-12-27 02:04:57,2019-12-27 01:36:57,2019-12-27 00:27:32,,67,biznesowa,CID00000
POZ-GDA,HGV108,2020-03-14 21:11:21,2020-03-14 21:34:43,2020-03-14 20:43:43,2020-03-14 20:24:21,,87,zwykła,CID00015
LON-GDA,AZK514,2018-05-02 03:42:36,2018-05-02 05:22:54,2018-05-02 02:12:54,2018-05-02 00:36:36,,226,ekonomiczna,CID00081
GDA-POZ,VGS147,2020-01-21 12:05:17,2020-01-21 12:23:59,2020-01-21 12:19:59,2020-01-21 12:02:17,,43,zwykła,CID00066
GDA-POZ,FWV523,2020-08-23 17:56:54,2020-08-23 18:27:36,2020-08-23 16:53:36,2020-08-23 16:35:54,,121,ekonomiczna,CID00030
RZY-GDA,JEN168,2019-02-21 02:03:14,2019-02-21 03:56:23,2019-02-21 02:49:23,2019-02-21 01:07:14,JEN168-TGH391-HVZ,96,ekonomiczna,CID00056
LUB-GDA,MSU178,2018-10-26 12:46:45,2018-10-26 14:11:10,2018-10-26 12:29:10,2018-10-26 11:15:45,,131,ekonomiczna,CID00036
GDA-POZ,CZZ946,2018-12-10 04:36:11,2018-12-10 05:07:53,2018-12-10 04:28:53,2018-12-10 04:11:11,,65,biznesowa,CID00054
GDA-RZY,QER148,2020-04-29 22:53:23,2020-04-30 00:47:14,2020-04-29 20:54:14,2020-04-29 19:10:23,,263,zwykła,CID00000
POZ-GDA,PIG739,2019-04-07 23:36:16,2019-04-08 00:08:38,2019-04-07 20:43:38,2019-04-07 20:24:16,,232,zwykła,CID00051
GDA-LON,RIC709,2019-05-30 12:52:22,2019-05-30 14:34:48,2019-05-30 10:36:48,2019-05-30 09:07:22,,265,zwykła,CID00096
GDA-POZ,EWQ632,2019-05-04 19:50:11,2019-05-04 20:18:53,2019-05-04 20:07:53,2019-05-04 19:50:11,,26,ekonomiczna,CID00043
GDA-LON,MSU178,2018-05-29 15:51:48,2018-05-29 17:35:14,2018-05-29 17:21:14,2018-05-29 15:51:48,,32,biznesowa,CID00008
LUB-GDA,IXP868,2020-05-27 20:11:19,2020-05-27 21:33:44,2020-05-27 20:39:44,2020-05-27 19:26:19,,85,ekonomiczna,CID00080
GDA-LON,TGH391,2020-08-25 17:03:45,2020-08-25 18:37:11,2020-08-25 14:17:11,2020-08-25 12:47:45,,296,ekonomiczna,CID00051
GDA-LUB,SWP380,2020-10-29 08:08:03,2020-10-29 09:28:22,2020-10-29 08:27:22,2020-10-29 07:15:03,,93,biznesowa,CID00008
