0,1,2,3,4,5,6,7,8,9
GDA-RZY,DRU996,2019-02-23 19:55:28,2019-02-23 21:44:19,2019-02-23 18:53:19,2019-02-23 17:09:28,,206,ekonomiczna,CID00076
LON-GDA,PIG739,2020-09-10 07:49:33,2020-09-10 09:39:51,2020-09-10 05:11:51,2020-09-10 03:35:33,,294,biznesowa,CID00044
GDA-LON,HTN138,2019-06-16 22:15:51,2019-06-16 23:52:17,2019-06-16 22:43:17,2019-06-16 21:13:51,,102,zwykła,CID00043
LON-GDA,JEG293,2019-10-10 06:29:14,2019-10-10 08:07:32,2019-10-10 04:29:32,2019-10-10 02:53:14,JEG293-YPA105-IFI,256,ekonomiczna,CID00082
GDA-LUB,KMG893,2018-01-29 15:22:47,2018-01-29 16:35:06,2018-01-29 14:46:06,2018-01-29 13:33:47,,149,zwykła,CID00057
GDA-POZ,LPR283,2020-02-08 15:23:14,2020-02-08 15:45:56,2020-02-08 15:40:56,2020-02-08 15:23:14,,40,ekonomiczna,CID00091
RZY-GDA,HTN138,2019-01-26 21:38:22,2019-01-26 23:30:31,2019-01-26 22:57:31,2019-01-26 21:15:22,,63,ekonomiczna,CID00061
GDA-POZ,VGS147,2019-01-31 12:42:21,2019-01-31 13:06:03,2019-01-31 09:26:03,2019-01-31 09:08:21,,254,biznesowa,CID00005
GDA-RZY,GRN416,2019-07-11 23:26:05,2019-07-12 01:14:56,2019-07-11 21:10:56,2019-07-11 19:27:05,,279,ekonomiczna,CID00044
GDA-BRU,JEG293,2019-03-14 16:14:15,2019-03-14 17:36:40,2019-03-14 15:31:40,2019-03-14 14:22:15,,152,ekonomiczna,CID00039
LUB-GDA,VXL974,2020-07-03 05:57:53,2020-07-03 07:15:18,2020-07-03 05:46:18,2020-07-03 04:32:53,,125,zwykła,CID00091
RZY-GDA,FFX619,2020-06-26 20:50:53,2020-06-26 22:42:02,2020-06-26 22:13:02,2020-06-26 20:30:53,,60,ekonomiczna,CID00026
RZY-GDA,VGS147,2019-07-18 09:20:37,2019-07-18 11:02:46,2019-07-18 09:17:46,2019-07-18 07:35:37,,145,ekonomiczna,CID00003
GDA-RZY,FWV523,2020-08-04 02:44:39,2020-08-04 04:32:30,2020-08-04 03:26:30,2020-08-04 01:42:39,,102,biznesowa,CID00069
POZ-GDA,ATU836,2018-10-13 10:17:22,2018-10-13 10:44:44,2018-10-13 08:08:44,2018-10-13 07:49:22,,188,zwykła,CID00075
GDA-POZ,FWV523,2020-03-03 20:06:12,2020-03-03 20:35:54,2020-03-03 20:23:54,2020-03-03 20:06:12,,32,biznesowa,CID00005
RZY-GDA,HGN280,2018-08-07 00:50:18,2018-08-07 02:45:27,2018-08-06 22:22:27,2018-08-06 20:40:18,,290,ekonomiczna,CID00062
POZ-GDA,UDW638,2019-01-31 14:13:39,2019-01-31 14:42:01,2019-01-31 11:58:01,2019-01-31 11:38:39,UDW638-OHP962-GBD,195,ekonomiczna,CID00031
GDA-LON,ADQ817,2018-06-16 12:57:45,2018-06-16 14:37:11,2018-06-16 14:27:11,2018-06-16 12:57:45,,38,zwykła,CID00025
LON-GDA,CZP500,2019-04-16 21:21:06,2019-04-16 22:58:24,2019-04-16 20:10:24,2019-04-16 18:34:06,,207,ekonomiczna,CID00084
POZ-GDA,UCY529,2020-07-20 05:26:50,2020-07-20 05:57:12,2020-07-20 01:51:12,2020-07-20 01:31:50,,275,ekonomiczna,CID00040
RZY-GDA,CZP500,2018-12-31 23:14:36,2019-01-01 00:57:45,2019-01-01 00:01:45,2018-12-31 22:19:36,,95,zwykła,CID00012
LUB-GDA,CFN786,2019-11-11 13:59:56,2019-11-11 15:19:21,2019-11-11 11:48:21,2019-11-11 10:34:56,,245,ekonomiczna,CID00078
GDA-POZ,ZVJ831,2018-01-05 23:53:19,2018-01-06 00:12:01,2018-01-05 21:58:01,2018-01-05 21:40:19,,173,ekonomiczna,CID00033
LON-GDA,DSE834,2020-08-27 10:18:53,2020-08-27 11:57:11,2020-08-27 10:47:11,2020-08-27 09:10:53,DSE834-GRN416-DJU,108,zwykła,CID00023
GDA-RZY,HTN138,2019-11-14 04:04:46,2019-11-14 05:53:37,2019-11-14 04:35:37,2019-11-14 02:51:46,,113,biznesowa,CID00068
LUB-GDA,CFN786,2020-09-25 04:30:10,2020-09-25 05:45:35,2020-09-25 04:25:35,2020-09-25 03:12:10,,118,biznesowa,CID00093
RZY-GDA,TGH391,2020-12-15 11:08:51,2020-12-15 12:57:00,2020-12-15 09:27:00,2020-12-15 07:44:51,,244,zwykła,CID00095
GDA-RZY,GRN416,2019-12-24 14:46:50,2019-12-24 16:37:41,2019-12-24 12:27:41,2019-12-24 10:43:50,,283,ekonomiczna,CID00053
GDA-LUB,HGN280,2019-08-07 05:38:41,2019-08-07 07:00:00,2019-08-07 04:44:00,2019-08-07 03:31:41,,167,ekonomiczna,CID00055
POZ-GDA,OOH181,2019-03-13 18:36:38,2019-03-13 19:04:00,2019-03-13 15:09:00,2019-03-13 14:49:38,,267,ekonomiczna,CID00093
LUB-GDA,WNJ711,2018-10-13 11:12:07,2018-10-13 12:35:32,2018-10-13 10:38:32,2018-10-13 09:25:07,,147,zwykła,CID00081
GDA-LUB,PIG739,2019-07-10 02:17:51,2019-07-10 03:42:10,2019-07-10 01:35:10,2019-07-10 00:22:51,,155,zwykła,CID00009
GDA-LON,CYG904,2020-10-28 16:02:45,2020-10-28 17:37:11,2020-10-28 15:05:11,2020-10-28 13:35:45,CYG904-HSA145-IBT,187,zwykła,CID00097
BRU-GDA,HGV108,2019-11-23 14:22:35,2019-11-23 15:45:20,2019-11-23 15:11:20,2019-11-23 13:55:35,,67,ekonomiczna,CID00096
GDA-RZY,WTI108,2019-11-19 17:03:19,2019-11-19 18:47:10,2019-11-19 16:53:10,2019-11-19 15:09:19,,154,ekonomiczna,CID00018
GDA-RZY,WTI108,2019-04-04 21:54:34,2019-04-04 23:49:25,2019-04-04 23:25:25,2019-04-04 21:41:34,,53,ekonomiczna,CID00087
LUB-GDA,QER148,2019-11-22 01:49:57,2019-11-22 03:13:22,2019-11-22 02:30:22,2019-11-22 01:16:57,,73,zwykła,CID00036
LUB-GDA,CYG904,2019-11-04 09:53:57,2019-11-04 11:08:22,2019-11-04 07:49:22,2019-11-04 06:35:57,,238,ekonomiczna,CID00036
BRU-GDA,GBG324,2018-01-28 23:45:12,2018-01-29 01:11:57,2018-01-28 22:03:57,2018-01-28 20:48:12,GBG324-DRU996-FMC,217,ekonomiczna,CID00018
POZ-GDA,EKK256,2018-02-06 07:21:36,2018-02-06 07:48:58,2018-02-06 04:41:58,2018-02-06 04:22:36,EKK256-UTH218-GIR,219,ekonomiczna,CID00091
LON-GDA,UFJ965,2019-11-27 17:38:52,2019-11-27 19:16:10,2019-11-27 15:42:10,2019-11-27 14:05:52,UFJ965-HSA145-KUI,253,ekonomiczna,CID00027
BRU-GDA,OKA669,2019-05-27 23:41:21,2019-05-28 01:00:06,2019-05-27 22:17:06,2019-05-27 21:01:21,,200,ekonomiczna,CID00028
LON-GDA,KMG893,2019-01-31 01:32:44,2019-01-31 03:20:02,2019-01-31 02:13:02,2019-01-31 00:36:44,KMG893-WPH429-YPX,96,ekonomiczna,CID00080
GDA-LON,AZK514,2019-08-23 05:25:42,2019-08-23 06:55:08,2019-08-23 06:06:08,2019-08-23 04:36:42,,89,ekonomiczna,CID00041
GDA-RZY,AKT247,2020-02-14 01:32:01,2020-02-14 03:17:52,2020-02-14 02:17:52,2020-02-14 00:34:01,,98,ekonomiczna,CID00040
GDA-BRU,OOH181,2018-11-09 21:11:00,2018-11-09 22:28:25,2018-11-09 21:25:25,2018-11-09 20:16:00,OOH181-XLY374-AXG,95,ekonomiczna,CID00073
POZ-GDA,VXL974,2018-01-10 09:49:33,2018-01-10 10:21:55,2018-01-10 06:29:55,2018-01-10 06:10:33,,259,ekonomiczna,CID00004
LON-GDA,HAZ826,2019-06-09 21:00:51,2019-06-09 22:49:09,2019-06-09 18:39:09,2019-06-09 17:02:51,,278,zwykła,CID00049
RZY-GDA,WPH429,2018-10-31 17:55:21,2018-10-31 19:41:30,2018-10-31 15:59:30,2018-10-31 14:17:21,,258,biznesowa,CID00060
GDA-POZ,ZHE158,2018-01-01 10:38:14,2018-01-01 11:09:56,2018-01-01 10:38:56,2018-01-01 10:21:14,,57,zwykła,CID00034
GDA-LON,CSG301,2020-01-08 14:15:17,2020-01-08 15:48:43,2020-01-08 15:11:43,2020-01-08 13:42:17,,73,zwykła,CID00090
GDA-LUB,VJD545,2018-02-21 18:52:12,2018-02-21 20:11:31,2018-02-21 16:38:31,2018-02-21 15:26:12,,246,zwykła,CID00024
GDA-LON,HPS385,2018-04-25 10:01:11,2018-04-25 11:41:37,2018-04-25 09:17:37,2018-04-25 07:48:11,,173,ekonomiczna,CID00089
GDA-POZ,OKA669,2020-04-30 02:19:45,2020-04-30 02:48:27,2020-04-30 00:42:27,2020-04-30 00:24:45,,155,ekonomiczna,CID00031
GDA-LON,JWO376,2018-07-16 19:29:31,2018-07-16 21:06:57,2018-07-16 17:20:57,2018-07-16 15:51:31,,258,biznesowa,CID00009
GDA-RZY,TGH391,2020-03-08 15:12:52,2020-03-08 17:03:43,2020-03-08 14:03:43,2020-03-08 12:19:52,TGH391-DRU996-MAZ,213,ekonomiczna,CID00080
POZ-GDA,WTI108,2020-01-08 18:58:16,2020-01-08 19:26:38,2020-01-08 16:12:38,2020-01-08 15:53:16,,225,zwykła,CID00062
GDA-LUB,OOH181,2019-08-09 04:41:08,2019-08-09 06:04:27,2019-08-09 01:52:27,2019-08-09 00:40:08,,281,ekonomiczna,CID00030
GDA-POZ,BXN397,2019-02-01 21:53:00,2019-02-01 22:12:42,2019-02-01 20:10:42,2019-02-01 19:53:00,,160,biznesowa,CID00074
POZ-GDA,NSZ186,2020-07-04 23:47:57,2020-07-05 00:21:19,2020-07-04 22:58:19,2020-07-04 22:38:57,NSZ186-OTX822-KCB,109,biznesowa,CID00074
POZ-GDA,EWQ632,2019-03-01 07:36:00,2019-03-01 07:58:22,2019-03-01 05:45:22,2019-03-01 05:26:00,,170,ekonomiczna,CID00053
GDA-POZ,UCC555,2020-04-16 13:51:00,2020-04-16 14:22:42,2020-04-16 09:49:42,2020-04-16 09:32:00,,299,zwykła,CID00068
GDA-RZY,NSZ186,2020-04-29 22:09:53,2020-04-30 00:05:44,2020-04-29 20:04:44,2020-04-29 18:20:53,,269,ekonomiczna,CID00023
POZ-GDA,CYG904,2019-12-31 11:37:56,2019-12-31 11:58:18,2019-12-31 11:57:18,2019-12-31 11:37:56,,23,biznesowa,CID00061
LUB-GDA,CZP500,2018-12-12 19:17:01,2018-12-12 20:33:26,2018-12-12 19:00:26,2018-12-12 17:47:01,,130,biznesowa,CID00096
POZ-GDA,TEF351,2019-03-11 18:24:25,2019-03-11 18:52:47,2019-03-11 16:57:47,2019-03-11 16:38:25,,146,ekonomiczna,CID00064
GDA-RZY,QER148,2019-01-28 17:37:20,2019-01-28 19:24:11,2019-01-28 17:37:11,2019-01-28 15:53:20,,144,zwykła,CID00048
GDA-LON,UCC555,2018-05-20 07:38:10,2018-05-20 09:16:36,2018-05-20 05:41:36,2018-05-20 04:12:10,,246,zwykła,CID00068
POZ-GDA,WTI108,2018-12-26 15:50:49,2018-12-26 16:18:11,2018-12-26 13:10:11,2018-12-26 12:50:49,,220,zwykła,CID00001
GDA-RZY,ADQ817,2019-01-07 11:50:13,2019-01-07 13:41:04,2019-01-07 09:32:04,2019-01-07 07:48:13,,282,ekonomiczna,CID00085
LUB-GDA,NGC950,2018-08-01 01:03:58,2018-08-01 02:18:23,2018-08-01 01:16:23,2018-08-01 00:02:58,,101,zwykła,CID00053
GDA-RZY,HGN280,2019-10-15 06:55:21,2019-10-15 08:50:12,2019-10-15 07:24:12,2019-10-15 05:40:21,,115,zwykła,CID00008
GDA-POZ,HTN138,2020-05-18 19:21:38,2020-05-18 19:52:20,2020-05-18 18:29:20,2020-05-18 18:11:38,,110,ekonomiczna,CID00020
RZY-GDA,HPI901,2019-12-01 21:49:12,2019-12-01 23:44:21,2019-12-01 20:18:21,2019-12-01 18:36:12,,233,zwykła,CID00094
GDA-LUB,UFJ965,2019-10-07 18:38:30,2019-10-07 20:02:49,2019-10-07 18:40:49,2019-10-07 17:28:30,,110,biznesowa,CID00094
LON-GDA,NFZ806,2019-02-20 07:39:49,2019-02-20 09:29:07,2019-02-20 06:43:07,2019-02-20 05:06:49,,193,zwykła,CID00034
POZ-GDA,SWP380,2019-12-18 15:21:48,2019-12-18 15:51:10,2019-12-18 14:09:10,2019-12-18 13:49:48,,132,zwykła,CID00044
RZY-GDA,UFJ965,2019-03-01 01:15:28,2019-03-01 03:01:37,2019-02-28 23:02:37,2019-02-28 21:20:28,,275,biznesowa,CID00038
GDA-LUB,WNJ711,2020-06-24 19:37:15,2020-06-24 20:56:34,2020-06-24 19:18:34,2020-06-24 18:06:15,,131,biznesowa,CID00096
LUB-GDA,CZZ946,2020-10-06 06:19:06,2020-10-06 07:44:31,2020-10-06 04:47:31,2020-10-06 03:34:06,,205,zwykła,CID00002
GDA-POZ,FFX619,2019-04-03 23:01:44,2019-04-03 23:33:26,2019-04-03 22:04:26,2019-04-03 21:46:44,,115,zwykła,CID00097
GDA-LON,LXU103,2018-02-10 23:19:27,2018-02-11 01:00:53,2018-02-10 22:10:53,2018-02-10 20:41:27,,198,ekonomiczna,CID00078
GDA-BRU,EUF281,2018-03-28 04:49:38,2018-03-28 06:05:03,2018-03-28 04:59:03,2018-03-28 03:49:38,,100,ekonomiczna,CID00079
BRU-GDA,ZIA282,2019-12-07 18:57:34,2019-12-07 20:25:19,2019-12-07 17:12:19,2019-12-07 15:56:34,,221,ekonomiczna,CID00006
LUB-GDA,XLY374,2020-06-25 06:23:35,2020-06-25 07:46:00,2020-06-25 06:43:00,2020-06-25 05:29:35,,94,biznesowa,CID00020
GDA-RZY,MSU178,2018-11-02 21:17:33,2018-11-02 23:07:24,2018-11-02 20:41:24,2018-11-02 18:57:33,,180,ekonomiczna,CID00030
RZY-GDA,ZIA282,2018-09-15 11:27:06,2018-09-15 13:09:15,2018-09-15 12:50:15,2018-09-15 11:08:06,,59,zwykła,CID00011
GDA-RZY,UFJ965,2019-06-02 16:23:41,2019-06-02 18:14:32,2019-06-02 17:03:32,2019-06-02 15:19:41,,104,biznesowa,CID00013
POZ-GDA,YPA105,2018-12-07 07:19:44,2018-12-07 07:42:06,2018-12-07 07:21:06,2018-12-07 07:01:44,,58,zwykła,CID00023
GDA-LUB,VPC312,2019-06-23 07:26:16,2019-06-23 08:38:35,2019-06-23 05:24:35,2019-06-23 04:12:16,,234,zwykła,CID00091
POZ-GDA,KZG738,2019-05-04 11:25:31,2019-05-04 11:54:53,2019-05-04 07:36:53,2019-05-04 07:17:31,,288,ekonomiczna,CID00091
GDA-LUB,ZVJ831,2019-01-22 03:37:56,2019-01-22 04:55:15,2019-01-22 03:35:15,2019-01-22 02:22:56,,115,zwykła,CID00095
GDA-RZY,WTI108,2020-11-18 11:49:41,2020-11-18 13:42:32,2020-11-18 11:49:32,2020-11-18 10:05:41,,144,zwykła,CID00094
GDA-LON,PIG739,2019-02-13 02:33:07,2019-02-13 04:08:33,2019-02-13 02:03:33,2019-02-13 00:34:07,,159,zwykła,CID00004
LUB-GDA,VPC312,2020-04-27 14:23:52,2020-04-27 15:48:17,2020-04-27 12:43:17,2020-04-27 11:29:52,,214,biznesowa,CID00070
RZY-GDA,HPI901,2018-04-23 02:43:07,2018-04-23 04:39:16,2018-04-23 03:29:16,2018-04-23 01:47:07,HPI901-LPR283-HHP,96,ekonomiczna,CID00016
GDA-POZ,DRU996,2019-05-30 10:47:42,2019-05-30 11:05:24,2019-05-30 09:46:24,2019-05-30 09:28:42,,119,zwykła,CID00069
GDA-BRU,HAZ826,2018-08-12 03:33:46,2018-08-12 04:52:11,2018-08-12 02:31:11,2018-08-12 01:21:46,,172,biznesowa,CID00045
BRU-GDA,SBR812,2018-12-19 19:59:54,2018-12-19 21:27:39,2018-12-19 20:37:39,2018-12-19 19:21:54,,78,biznesowa,CID00018
BRU-GDA,VGS147,2019-06-29 10:17:27,2019-06-29 11:39:12,2019-06-29 11:14:12,2019-06-29 09:58:27,,59,ekonomiczna,CID00028
POZ-GDA,ATU836,2019-07-21 14:50:50,2019-07-21 15:13:12,2019-07-21 11:32:12,2019-07-21 11:12:50,,258,zwykła,CID00036
GDA-POZ,QZO798,2020-08-27 01:28:20,2020-08-27 01:47:02,2020-08-27 00:55:02,2020-08-27 00:37:20,,91,biznesowa,CID00058
POZ-GDA,NSZ186,2020-10-23 11:47:54,2020-10-23 12:18:16,2020-10-23 12:07:16,2020-10-23 11:47:54,,33,zwykła,CID00004
POZ-GDA,ZAR848,2018-02-12 01:21:08,2018-02-12 01:40:30,2018-02-12 01:40:30,2018-02-12 01:21:08,,24,ekonomiczna,CID00021
LUB-GDA,ZAR848,2018-04-21 03:43:14,2018-04-21 05:02:39,2018-04-21 04:00:39,2018-04-21 02:47:14,,96,zwykła,CID00085
GDA-RZY,JEG293,2018-10-18 20:30:43,2018-10-18 22:20:34,2018-10-18 20:07:34,2018-10-18 18:23:43,,167,biznesowa,CID00069
GDA-POZ,DPO296,2020-10-09 22:47:14,2020-10-09 23:11:56,2020-10-09 21:42:56,2020-10-09 21:25:14,,122,biznesowa,CID00091
RZY-GDA,RIC709,2019-11-28 23:55:30,2019-11-29 01:41:39,2019-11-28 22:46:39,2019-11-28 21:04:30,,211,zwykła,CID00020
BRU-GDA,TLU612,2020-04-05 10:48:04,2020-04-05 12:10:49,2020-04-05 12:03:49,2020-04-05 10:48:04,,36,biznesowa,CID00061
GDA-LUB,KZG738,2018-05-28 12:03:00,2018-05-28 13:19:19,2018-05-28 11:30:19,2018-05-28 10:18:00,,145,biznesowa,CID00088
GDA-LON,DPO296,2018-01-26 09:27:49,2018-01-26 11:05:15,2018-01-26 09:31:15,2018-01-26 08:01:49,,126,biznesowa,CID00000
LUB-GDA,CSG301,2018-08-21 16:14:05,2018-08-21 17:37:30,2018-08-21 15:07:30,2018-08-21 13:54:05,,180,biznesowa,CID00088
POZ-GDA,ZHE158,2018-08-11 19:10:27,2018-08-11 19:41:49,2018-08-11 16:40:49,2018-08-11 16:21:27,,209,zwykła,CID00071
GDA-RZY,TOW837,2020-08-15 02:22:58,2020-08-15 04:09:49,2020-08-15 02:54:49,2020-08-15 01:10:58,,112,zwykła,CID00057
GDA-BRU,OTX822,2020-06-03 07:53:04,2020-06-03 09:09:29,2020-06-03 04:56:29,2020-06-03 03:47:04,,286,zwykła,CID00031
LUB-GDA,JWO376,2018-05-11 19:52:15,2018-05-11 21:14:40,2018-05-11 20:57:40,2018-05-11 19:44:15,,48,zwykła,CID00016
GDA-LUB,SBR812,2019-07-01 10:29:24,2019-07-01 11:50:43,2019-07-01 11:21:43,2019-07-01 10:09:24,,60,ekonomiczna,CID00057
POZ-GDA,VGS147,2019-11-08 00:37:12,2019-11-08 01:01:34,2019-11-07 22:24:34,2019-11-07 22:05:12,,192,ekonomiczna,CID00010
RZY-GDA,CSG301,2020-01-01 11:29:01,2020-01-01 13:16:10,2020-01-01 09:51:10,2020-01-01 08:09:01,,240,zwykła,CID00091
GDA-LUB,RHA145,2019-05-05 20:02:01,2019-05-05 21:21:20,2019-05-05 17:42:20,2019-05-05 16:30:01,,252,ekonomiczna,CID00032
GDA-LUB,ADQ817,2019-03-27 20:13:08,2019-03-27 21:31:27,2019-03-27 17:54:27,2019-03-27 16:42:08,,251,ekonomiczna,CID00091
POZ-GDA,DSE834,2020-05-02 03:57:11,2020-05-02 04:22:33,2020-05-02 03:56:33,2020-05-02 03:37:11,,60,zwykła,CID00052
GDA-POZ,AKX884,2020-09-25 20:24:25,2020-09-25 20:47:07,2020-09-25 20:10:07,2020-09-25 19:52:25,AKX884-TGH391-SHB,72,ekonomiczna,CID00018
BRU-GDA,BJF685,2018-01-28 12:40:04,2018-01-28 14:07:49,2018-01-28 12:45:49,2018-01-28 11:30:04,,110,ekonomiczna,CID00020
POZ-GDA,DSE834,2019-09-18 03:18:47,2019-09-18 03:49:09,2019-09-18 02:53:09,2019-09-18 02:33:47,,85,biznesowa,CID00018
GDA-POZ,HSA145,2019-05-06 14:26:26,2019-05-06 14:57:08,2019-05-06 13:03:08,2019-05-06 12:45:26,,141,biznesowa,CID00066
GDA-POZ,JEG293,2020-10-21 17:53:24,2020-10-21 18:19:06,2020-10-21 15:10:06,2020-10-21 14:52:24,,221,zwykła,CID00090
LON-GDA,HPI901,2020-02-06 21:48:22,2020-02-06 23:37:40,2020-02-06 21:44:40,2020-02-06 20:08:22,,140,ekonomiczna,CID00016
BRU-GDA,XLY374,2020-11-05 11:11:05,2020-11-05 12:40:50,2020-11-05 12:02:50,2020-11-05 10:47:05,,64,biznesowa,CID00097
GDA-RZY,GRN416,2018-07-01 09:53:44,2018-07-01 11:51:35,2018-07-01 11:22:35,2018-07-01 09:38:44,,55,biznesowa,CID00076
POZ-GDA,VXL974,2018-12-02 23:13:58,2018-12-02 23:33:20,2018-12-02 23:12:20,2018-12-02 22:52:58,,61,zwykła,CID00068
GDA-LUB,HTF535,2020-10-11 11:46:09,2020-10-11 12:58:28,2020-10-11 11:06:28,2020-10-11 09:54:09,,152,biznesowa,CID00022
GDA-BRU,PFR606,2018-08-23 13:20:31,2018-08-23 14:39:56,2018-08-23 13:50:56,2018-08-23 12:41:31,,79,ekonomiczna,CID00059
LON-GDA,HPI901,2020-08-11 11:39:48,2020-08-11 13:26:06,2020-08-11 12:27:06,2020-08-11 10:50:48,,89,ekonomiczna,CID00030
RZY-GDA,JEN168,2020-07-25 09:18:36,2020-07-25 11:07:45,2020-07-25 10:04:45,2020-07-25 08:22:36,,96,zwykła,CID00095
POZ-GDA,EKK256,2018-12-03 13:52:38,2018-12-03 14:23:00,2018-12-03 09:59:00,2018-12-03 09:39:38,,293,biznesowa,CID00097
RZY-GDA,BJF685,2018-08-30 05:10:05,2018-08-30 07:06:14,2018-08-30 03:28:14,2018-08-30 01:46:05,,244,biznesowa,CID00054
LUB-GDA,DSE834,2019-04-07 04:20:06,2019-04-07 05:43:31,2019-04-07 02:27:31,2019-04-07 01:14:06,,226,ekonomiczna,CID00089
BRU-GDA,YPA105,2019-07-13 15:24:44,2019-07-13 16:52:29,2019-07-13 12:25:29,2019-07-13 11:09:44,YPA105-VJD545-IUS,295,zwykła,CID00095
GDA-POZ,LPR283,2018-09-04 04:30:50,2018-09-04 05:00:32,2018-09-04 02:56:32,2018-09-04 02:38:50,,152,zwykła,CID00060
GDA-RZY,EKK256,2020-10-12 13:33:22,2020-10-12 15:17:13,2020-10-12 11:47:13,2020-10-12 10:03:22,,250,ekonomiczna,CID00008
LUB-GDA,VAU408,2020-06-28 02:01:10,2020-06-28 03:18:35,2020-06-27 23:54:35,2020-06-27 22:41:10,,240,biznesowa,CID00032
LUB-GDA,UCY529,2019-02-10 10:07:57,2019-02-10 11:28:22,2019-02-10 07:15:22,2019-02-10 06:01:57,,286,ekonomiczna,CID00011
GDA-BRU,UDW638,2019-03-19 00:05:34,2019-03-19 01:27:59,2019-03-18 22:54:59,2019-03-18 21:45:34,,180,ekonomiczna,CID00017
GDA-BRU,YDX649,2020-06-19 06:14:28,2020-06-19 07:36:53,2020-06-19 05:42:53,2020-06-19 04:33:28,,141,ekonomiczna,CID00045
GDA-POZ,KZG738,2018-10-03 16:07:28,2018-10-03 16:31:10,2018-10-03 14:27:10,2018-10-03 14:09:28,,158,zwykła,CID00070
GDA-LUB,OOH181,2019-12-21 20:41:51,2019-12-21 21:58:10,2019-12-21 20:38:10,2019-12-21 19:25:51,,116,biznesowa,CID00047
POZ-GDA,DSE834,2020-09-13 05:43:40,2020-09-13 06:11:02,2020-09-13 02:54:02,2020-09-13 02:34:40,,229,ekonomiczna,CID00029
GDA-BRU,AKG739,2020-10-14 09:38:23,2020-10-14 10:50:48,2020-10-14 07:45:48,2020-10-14 06:36:23,,222,biznesowa,CID00052
GDA-POZ,OKA669,2019-12-18 22:06:50,2019-12-18 22:31:32,2019-12-18 21:11:32,2019-12-18 20:53:50,,113,biznesowa,CID00084
GDA-BRU,JEN168,2020-08-11 14:34:08,2020-08-11 15:52:33,2020-08-11 11:47:33,2020-08-11 10:38:08,,276,biznesowa,CID00067
GDA-POZ,SBR812,2020-06-02 06:01:02,2020-06-02 06:30:44,2020-06-02 04:36:44,2020-06-02 04:19:02,,142,zwykła,CID00095
LON-GDA,HPI901,2018-08-13 13:07:27,2018-08-13 14:54:45,2018-08-13 12:05:45,2018-08-13 10:29:27,,198,zwykła,CID00081
GDA-LUB,RIC709,2019-08-09 21:45:53,2019-08-09 23:03:12,2019-08-09 22:33:12,2019-08-09 21:20:53,,65,ekonomiczna,CID00007
BRU-GDA,CPM454,2019-03-16 12:20:19,2019-03-16 13:46:04,2019-03-16 10:12:04,2019-03-16 08:56:19,,244,biznesowa,CID00078
GDA-LUB,HTN138,2019-11-26 15:42:21,2019-11-26 17:05:40,2019-11-26 16:54:40,2019-11-26 15:42:21,,22,biznesowa,CID00081
GDA-POZ,YDX649,2018-05-07 21:13:23,2018-05-07 21:34:05,2018-05-07 21:31:05,2018-05-07 21:13:23,,30,ekonomiczna,CID00086
GDA-LON,RWL118,2020-04-08 09:25:00,2020-04-08 11:00:26,2020-04-08 08:32:26,2020-04-08 07:03:00,RWL118-XLY374-MNJ,182,biznesowa,CID00045
GDA-POZ,DCQ505,2019-10-28 10:13:57,2019-10-28 10:34:39,2019-10-28 10:31:39,2019-10-28 10:13:57,,39,biznesowa,CID00057
GDA-LUB,EKK256,2019-11-28 14:11:25,2019-11-28 15:26:44,2019-11-28 15:23:44,2019-11-28 14:11:25,,27,biznesowa,CID00083
GDA-BRU,WNJ711,2018-12-23 05:41:50,2018-12-23 06:59:15,2018-12-23 06:51:15,2018-12-23 05:41:50,,36,zwykła,CID00028
LON-GDA,HTF535,2020-10-06 07:15:05,2020-10-06 09:03:23,2020-10-06 05:11:23,2020-10-06 03:35:05,,260,zwykła,CID00001
POZ-GDA,BBS684,2020-01-13 15:20:11,2020-01-13 15:40:33,2020-01-13 15:39:33,2020-01-13 15:20:11,,33,biznesowa,CID00016
LON-GDA,RWL118,2018-01-29 05:47:17,2018-01-29 07:29:35,2018-01-29 06:32:35,2018-01-29 04:56:17,,91,biznesowa,CID00049
GDA-POZ,HSA145,2020-08-10 06:15:57,2020-08-10 06:36:39,2020-08-10 05:25:39,2020-08-10 05:07:57,,108,ekonomiczna,CID00056
GDA-LUB,OHP962,2018-07-26 16:45:14,2018-07-26 18:01:33,2018-07-26 17:57:33,2018-07-26 16:45:14,OHP962-DAD546-DRU,20,ekonomiczna,CID00054
POZ-GDA,DRU996,2018-06-14 19:47:30,2018-06-14 20:19:52,2018-06-14 16:51:52,2018-06-14 16:32:30,,235,ekonomiczna,CID00001
POZ-GDA,LXU103,2020-04-25 01:51:25,2020-04-25 02:21:47,2020-04-25 02:10:47,2020-04-25 01:51:25,,40,zwykła,CID00055
BRU-GDA,EHR562,2018-11-14 01:25:54,2018-11-14 02:48:39,2018-11-13 23:30:39,2018-11-13 22:14:54,,231,biznesowa,CID00006
GDA-BRU,HPS385,2018-01-07 15:02:35,2018-01-07 16:22:00,2018-01-07 12:51:00,2018-01-07 11:41:35,,241,zwykła,CID00051
RZY-GDA,MSU178,2019-11-12 23:25:05,2019-11-13 01:16:14,2019-11-12 20:56:14,2019-11-12 19:14:05,,291,ekonomiczna,CID00037
GDA-BRU,DRU996,2020-08-09 19:27:05,2020-08-09 20:46:30,2020-08-09 20:14:30,2020-08-09 19:05:05,,62,ekonomiczna,CID00091
